Site.ID,Tour.ID,AM_n,AM_b,AH_n,AP_n,AP_b,CM,H_n,H_b,H_iso,PP_n,PP_type,Site.name,Latitude,Longitude,Altitude.x,Air.temp,Air.humidity,Soil.temp,Soil.humidity,Pop_size,Tour_ID,Plant_ID,HpA_plant,Albugo,Necrosis,Used_for,Lat,Long,HpA_site,Altitude.y,Notes,,,,
P0163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PA0813,NA,NA,NA,M,50.93334,11.5727,1,160,flowering,,,,
P0163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PC0086,NA,NA,NA,M,50.93334,11.5727,1,160,vegetative,,,,
P0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PA0832,NA,NA,NA,M,52.30192,8.02299,0,59,flowering,,,,
P0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PA0836,NA,NA,NA,M,52.30192,8.02299,0,59,flowering,,,,
P0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PC0088,NA,NA,NA,M,52.30192,8.02299,0,59,flowering,,,,
P0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PA0841,NA,NA,1,M,53.34189,8.42052,0,17,flowering,,,,
P0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PA0842,NA,NA,1,M,53.34189,8.42052,0,17,flowering,,,,
P0208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1343,NA,NA,NA,M,53.62622,-9.22583,1,28,on grave of John Maye,,,,
P0208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1344,1,1,NA,M,53.62622,-9.22583,1,28,between graves,,,,
P0209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1347,NA,NA,NA,M,53.47957,-9.13189,1,15,inside ruin,,,,
P0209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1351,NA,NA,NA,M,53.47957,-9.13189,1,15,at side of parking,,,,
P0210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1355,NA,NA,NA,M,53.34742,-8.9437,1,9,at road,,,,
P0210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1358,NA,NA,NA,M,53.34742,-8.9437,1,9,inside parking lot,,,,
P0211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1360,0,0,NA,M,53.55223,-9.94931,0,29,,,,,
P0211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1364,0,0,NA,M,53.55223,-9.94931,0,29,,,,,
P0212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1367,0,0,NA,M,53.39631,-9.91893,0,-5,from up at the street,,,,
P0212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1369,0,0,NA,M,53.39631,-9.91893,0,-5,from behind the car further down to the harbor,,,,
P0213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1372,0,0,NA,M,53.43545,-9.30709,1,13,,,,,
P0213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1374,0,0,NA,M,53.43545,-9.30709,1,13,,,,,
P0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1379,0,0,NA,M,53.27923,-9.13919,0,58,from right side of driveway,,,,
P0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1382,0,1,NA,M,53.27923,-9.13919,0,58,from left side of driveway,,,,
P0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1383,NA,NA,NA,M,53.32991,-8.22293,1,45,from further down in the alley,,,,
P0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1386,NA,NA,NA,M,53.32991,-8.22293,1,45,from further up in the alley,,,,
P0216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1390,NA,NA,NA,M,53.28877,-8.74147,0,36,from further out of town,,,,
P0216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1394,NA,NA,NA,M,53.28877,-8.74147,0,36,from further to cemetery entrance,,,,
P0232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1396,NA,NA,NA,M,53.115,-9.15044,0,6,,,,,
P0233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1399,NA,NA,NA,M,53.12682,-9.05359,0,28,,,,,
P0234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1403,NA,1,NA,M,53.12878,-8.95529,0,18,,,,,
P0234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1406,NA,NA,NA,M,53.12878,-8.95529,0,18,,,,,
P0235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1410,NA,NA,NA,M,54.26488,-8.33463,1,12,next to castle wall,,,,
P0235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1408,NA,NA,NA,M,54.26488,-8.33463,1,12,castle wall,,,,
P0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPN,PC0217,0,0,0,M,42.36998,3.31137,1,973,,,,,
P0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPN,PA0849,0,0,0,M,42.36984,3.31094,1,973,"Small, dark green, stem 4 cm, 1 flower open.",,,,
P0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPN,PA0848,0,0,0,M,42.36986,3.31093,1,973,"Small, healthy, just started flowering, stem 1 cm",,,,
P0287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPN,PA0872,0,0,0,M,42.25175,3.04591,0,1020,"Small, dark green, just started flowering, 5 mm stem, dark purple leaf undersides",,,,
P0287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPN,PA0873,0,0,0,M,42.25175,3.04591,0,1020,"Small, dark green, just started flowering, 5 mm stem",,,,
P0287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPN,PC0218,0,0,0,M,42.2518,3.04612,0,1020,"Beatiful, no infections, on a lawn used for parking an old Citroyen",,,,
P0288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPN,PA0853,0,0,1,M,42.34696,2.99666,0,778,"Very small rosette, complete purple, remaining leaves intact but old.",,,,
P0290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRE,PA1833,0,0,NA,"M, P",53.03812,-9.37913,0,51,"from the cliffs - the big stone. renumbered as 1833 before lab processing, was PA1218",,,,
