Sequence_ID	Tour_ID	Site_ID	Plant_ID	HpA_plant	Albugo	Necrosis	Used_for	Host_Species	Lat	Long	HpA_site	Altitude	rndCoord.lon	rndCoord.lat	ClimateZ	Land_cov
PA1262	PA1262	BNE	P0188	PA1262	0	NA	NA	M	Ath	50.89959	4.12158	1	32	4.25	50.75	Cfb	70
PA1266	PA1266	BNE	P0189	PA1266	0	NA	NA	M	Ath	50.88866	4.60247	1	37	4.75	50.75	Cfb	70
PA1268	PA1268	BNE	P0189	PA1268	0	NA	NA	M	Ath	50.88866	4.60247	1	37	4.75	50.75	Cfb	70
PA1271	PA1271	IRE	P0195	PA1271	NA	NA	NA	M	Ath	52.67437	-6.29735	1	69	-6.25	52.75	Cfb	110
PA1273	PA1273	IRE	P0195	PA1273	1	NA	NA	M	Ath	52.67437	-6.29735	1	69	-6.25	52.75	Cfb	110
PA1275	PA1275	IRE	P0196	PA1275	NA	NA	NA	M	Ath	52.39283	-6.94348	1	8	-6.75	52.25	Cfb	110
PA1278	PA1278	IRE	P0196	PA1278	NA	NA	NA	M	Ath	52.39283	-6.94348	1	8	-6.75	52.25	Cfb	110
PA1283	PA1283	IRE	P0197	PA1283	1	NA	NA	M	Ath	52.26638	-7.10075	1	30	-7.25	52.25	Cfb	110
PA1286	PA1286	IRE	P0197	PA1286	NA	NA	NA	M	Ath	52.26638	-7.10075	1	30	-7.25	52.25	Cfb	11
PA1287	PA1287	IRE	P0198	PA1287	0	NA	NA	M	Ath	52.13662	-7.46801	1	76	-7.25	52.25	Cfb	11
PA1290	PA1290	IRE	P0198	PA1290	0	NA	NA	M	Ath	52.13662	-7.46801	1	76	-7.25	52.25	Cfb	140
PA1294	PA1294	IRE	P0199	PA1294	0	NA	NA	M	Ath	52.08537	-7.63043	1	3	-7.75	52.25	Cfb	140
PA1298	PA1298	IRE	P0202	PA1298	0	NA	NA	M	Ath	52.44792	-8.06358	1	63	-8.25	52.25	Cfb	140
PA1300	PA1300	IRE	P0200	PA1300	0	NA	NA	M	Ath	52.13976	-7.9322	0	23	-7.75	52.25	Cfb	50
PA1303	PA1303	IRE	P0200	PA1303	0	NA	NA	M	Ath	52.13976	-7.9322	0	23	-7.75	52.25	Cfb	140
PA1306	PA1306	IRE	P0201	PA1306	0	NA	NA	M	Ath	52.37443	-7.92707	1	41	-7.75	52.25	Cfb	50
PA1309	PA1309	IRE	P0201	PA1309	0	NA	NA	M	Ath	52.37443	-7.92707	1	41	-7.75	52.25	Cfb	140
PA1313	PA1313	IRE	P0203	PA1313	NA	NA	NA	M	Ath	52.66856	-8.55832	1	34	-8.75	52.75	Cfb	140
PA1315	PA1315	IRE	P0203	PA1315	NA	NA	NA	M	Ath	52.66856	-8.55832	1	34	-8.75	52.75	Cfb	NA
PA1318	PA1318	IRE	P0204	PA1318	NA	NA	NA	M	Ath	52.81228	-8.45633	1	58	-8.25	52.75	Cfb	50
PA1319	PA1319	IRE	P0204	PA1319	NA	NA	NA	M	Ath	52.81228	-8.45633	1	58	-8.25	52.75	Cfb	50
PA1325	PA1325	IRE	P0205	PA1325	NA	NA	NA	M	Ath	52.89413	-8.5529	1	46	-8.75	52.75	Cfb	NA
PA1327	PA1327	IRE	P0205	PA1327	NA	NA	NA	M	Ath	52.89413	-8.5529	1	46	-8.75	52.75	Cfb	140
PA1332	PA1332	IRE	P0206	PA1332	NA	NA	NA	M	Ath	52.83387	-8.99243	0	7	-8.75	52.75	Cfb	20
PA1334	PA1334	IRE	P0206	PA1334	NA	NA	NA	M	Ath	52.83387	-8.99243	0	7	-8.75	52.75	Cfb	NA
PA1336	PA1336	IRE	P0207	PA1336	NA	NA	NA	M	Ath	52.91175	-9.06598	1	26	-9.25	52.75	Cfb	20
PA1339	PA1339	IRE	P0207	PA1339	NA	NA	NA	M	Ath	52.91175	-9.06598	1	26	-9.25	52.75	Cfb	20
PA1343	PA1343	IRE	P0208	PA1343	NA	NA	NA	M	Ath	53.62622	-9.22583	1	28	-9.25	53.75	Cfb	190
PA1344	PA1344	IRE	P0208	PA1344	1	1	NA	M	Ath	53.62622	-9.22583	1	28	-9.25	53.75	Cfb	190
PA1347	PA1347	IRE	P0209	PA1347	NA	NA	NA	M	Ath	53.47957	-9.13189	1	15	-9.25	53.25	Cfb	190
PA1351	PA1351	IRE	P0209	PA1351	NA	NA	NA	M	Ath	53.47957	-9.13189	1	15	-9.25	53.25	Cfb	190
PA1355	PA1355	IRE	P0210	PA1355	NA	NA	NA	M	Ath	53.34742	-8.9437	1	9	-8.75	53.25	Cfb	50
PA1358	PA1358	IRE	P0210	PA1358	NA	NA	NA	M	Ath	53.34742	-8.9437	1	9	-8.75	53.25	Cfb	50
PA1360	PA1360	IRE	P0211	PA1360	0	0	NA	M	Ath	53.55223	-9.94931	0	29	-9.75	53.75	Cfb	140
PA1364	PA1364	IRE	P0211	PA1364	0	0	NA	M	Ath	53.55223	-9.94931	0	29	-9.75	53.75	Cfb	140
PA1367	PA1367	IRE	P0212	PA1367	0	0	NA	M	Ath	53.39631	-9.91893	0	-5	-9.75	53.25	Cfb	140
PA1369	PA1369	IRE	P0212	PA1369	0	0	NA	M	Ath	53.39631	-9.91893	0	-5	-9.75	53.25	Cfb	140
PA1372	PA1372	IRE	P0213	PA1372	0	0	NA	M	Ath	53.43545	-9.30709	1	13	-9.25	53.25	Cfb	120
PA1374	PA1374	IRE	P0213	PA1374	0	0	NA	M	Ath	53.43545	-9.30709	1	13	-9.25	53.25	Cfb	120
PA1379	PA1379	IRE	P0214	PA1379	0	0	NA	M	Ath	53.27923	-9.13919	0	58	-9.25	53.25	Cfb	20
PA1382	PA1382	IRE	P0214	PA1382	0	1	NA	M	Ath	53.27923	-9.13919	0	58	-9.25	53.25	Cfb	20
PA1383	PA1383	IRE	P0215	PA1383	NA	NA	NA	M	Ath	53.32991	-8.22293	1	45	-8.25	53.25	Cfb	14
PA1386	PA1386	IRE	P0215	PA1386	NA	NA	NA	M	Ath	53.32991	-8.22293	1	45	-8.25	53.25	Cfb	14
PA1390	PA1390	IRE	P0216	PA1390	NA	NA	NA	M	Ath	53.28877	-8.74147	0	36	-8.75	53.25	Cfb	50
PA1394	PA1394	IRE	P0216	PA1394	NA	NA	NA	M	Ath	53.28877	-8.74147	0	36	-8.75	53.25	Cfb	50
PA1396	PA1396	IRE	P0232	PA1396	NA	NA	NA	M	Ath	53.115	-9.15044	0	6	-9.25	53.25	Cfb	50
PA1399	PA1399	IRE	P0233	PA1399	NA	NA	NA	M	Ath	53.12682	-9.05359	0	28	-9.25	53.25	Cfb	50
PA1403	PA1403	IRE	P0234	PA1403	NA	1	NA	M	Ath	53.12878	-8.95529	0	18	-8.75	53.25	Cfb	140
PA1406	PA1406	IRE	P0234	PA1406	NA	NA	NA	M	Ath	53.12878	-8.95529	0	18	-8.75	53.25	Cfb	140
PA1408	PA1408	IRE	P0235	PA1408	NA	NA	NA	M	Ath	54.26488	-8.33463	1	12	-8.25	54.25	Cfb	140
PA1410	PA1410	IRE	P0235	PA1410	NA	NA	NA	M	Ath	54.26488	-8.33463	1	12	-8.25	54.25	Cfb	140
PA1417	PA1417	SSD	P0266	PA1417	NA	NA	NA	M	Ath	55.70496	13.1959	0	47	13.25	55.75	Cfb	110
PA1418	PA1418	SSD	P0266	PA1418	NA	NA	NA	M	Ath	55.70496	13.1959	0	47	13.25	55.75	Cfb	110
PA1423	PA1423	SSD	P0267	PA1423	NA	1	NA	M	Ath	55.75142	13.04138	1	3	13.25	55.75	Cfb	90
PA1426	PA1426	SSD	P0267	PA1426	NA	NA	NA	M	Ath	55.75142	13.04138	1	3	13.25	55.75	Cfb	90
PA1429	PA1429	SSD	P0268	PA1429	NA	NA	1	M	Ath	55.79369	13.1225	1	3	13.25	55.75	Cfb	90
PA1431	PA1431	SSD	P0268	PA1431	NA	NA	1	M	Ath	55.79369	13.1225	1	3	13.25	55.75	Cfb	90
PA1438	PA1438	SSD	P0269	PA1438	NA	NA	NA	M	Ath	55.67777	13.42023	1	52	13.25	55.75	Cfb	90
PA1439	PA1439	SSD	P0269	PA1439	NA	NA	0	M	Ath	55.67777	13.42023	1	52	13.25	55.75	Cfb	90
PA1443	PA1443	SSD	P0270	PA1443	NA	NA	NA	M	Ath	55.773	14.15341	1	63	14.25	55.75	Cfb	90
PA1444	PA1444	SSD	P0270	PA1444	NA	NA	NA	M	Ath	55.773	14.15341	1	63	14.25	55.75	Cfb	90
PA1451	PA1451	SSD	P0271	PA1451	NA	NA	1	M	Ath	55.69422	14.16774	1	58	14.25	55.75	Cfb	90
PA1453	PA1453	SSD	P0271	PA1453	NA	NA	NA	M	Ath	55.69422	14.16774	1	58	14.25	55.75	Cfb	90
PA1458	PA1458	SSD	P0272	PA1458	NA	NA	NA	M	Ath	55.57917	14.33291	1	-4	14.25	55.75	Cfb	120
PA1459	PA1459	SSD	P0272	PA1459	NA	NA	NA	M	Ath	55.57917	14.33291	1	-4	14.25	55.75	Cfb	120
PA1465	PA1465	SSD	P0273	PA1465	1	NA	NA	M	Ath	56.05585	14.30316	1	26	14.25	56.25	Cfb	90
PA1466	PA1466	SSD	P0273	PA1466	NA	NA	NA	M	Ath	56.05585	14.30316	1	26	14.25	56.25	Cfb	90
PA1473	PA1473	SSD	P0274	PA1473	NA	NA	NA	M	Ath	56.08969	14.04852	1	9	14.25	56.25	Cfb	110
PA1475	PA1475	SSD	P0274	PA1475	NA	NA	NA	M	Ath	56.08969	14.04852	1	9	14.25	56.25	Cfb	110
PA1478	PA1478	SSD	P0275	PA1478	NA	NA	1	M	Ath	56.31554	16.03761	1	4	16.25	56.25	Cfb	110
PA1479	PA1479	SSD	P0275	PA1479	NA	NA	NA	M	Ath	56.31554	16.03761	1	4	16.25	56.25	Cfb	110
PA1485	PA1485	SSD	P0276	PA1485	NA	NA	NA	M	Ath	56.70039	16.51431	1	18	16.75	56.75	Cfb	90
PA1486	PA1486	SSD	P0276	PA1486	NA	NA	NA	M	Ath	56.70039	16.51431	1	18	16.75	56.75	Cfb	90
PA1492	PA1492	SSD	P0277	PA1492	1	NA	NA	M	Ath	56.95902	16.4053	1	-3	16.25	56.75	Cfb	90
PA1493	PA1493	SSD	P0277	PA1493	NA	NA	NA	M	Ath	56.95902	16.4053	1	-3	16.25	56.75	Cfb	90
PA1497	PA1497	SSD	P0278	PA1497	NA	NA	NA	M	Ath	57.40886	15.56853	1	98	15.75	57.25	Cfb	90
PA1499	PA1499	SSD	P0278	PA1499	NA	NA	NA	M	Ath	57.40886	15.56853	1	98	15.75	57.25	Cfb	90
PA1506	PA1506	SSD	P0279	PA1506	NA	NA	NA	M	Ath	57.65104	14.80439	1	269	14.75	57.75	Dfb	50
PA1507	PA1507	SSD	P0279	PA1507	NA	NA	NA	M	Ath	57.65104	14.80439	1	269	14.75	57.75	Dfb	50
PA1512	PA1512	SSD	P0280	PA1512	NA	NA	NA	M	Ath	58.1834	15.00652	1	139	15.25	58.25	Dfb	14
PA1513	PA1513	SSD	P0280	PA1513	NA	NA	1	M	Ath	58.1834	15.00652	1	139	15.25	58.25	Dfb	14
PA1518	PA1518	SSD	P0281	PA1518	NA	NA	NA	M	Ath	58.29046	15.12591	1	116	15.25	58.25	Dfb	50
PA1519	PA1519	SSD	P0281	PA1519	NA	NA	1	M	Ath	58.29046	15.12591	1	116	15.25	58.25	Dfb	50
PA1525	PA1525	SSD	P0282	PA1525	NA	NA	NA	M	Ath	58.82053	14.9585	1	95	14.75	58.75	Dfb	190
PA1526	PA1526	SSD	P0282	PA1526	NA	NA	NA	M	Ath	58.82053	14.9585	1	95	14.75	58.75	Dfb	190
PA1531	PA1531	SSD	P0283	PA1531	NA	NA	NA	M	Ath	59.43196	16.80225	0	-19	16.75	59.25	Dfb	190
PA1532	PA1532	SSD	P0283	PA1532	NA	NA	1	M	Ath	59.43196	16.80225	0	-19	16.75	59.25	Dfb	190
PA1538	PA1538	SSD	P0284	PA1538	NA	NA	NA	M	Ath	59.43111	16.06748	1	3	16.25	59.25	Dfb	190
PA1539	PA1539	SSD	P0284	PA1539	NA	NA	NA	M	Ath	59.43111	16.06748	1	3	16.25	59.25	Dfb	14
PA1548	PA1548	SSD	P0285	PA1548	NA	NA	NA	M	Ath	59.78614	17.58582	1	38	17.75	59.75	Dfb	14
PA1549	PA1549	SSD	P0285	PA1549	NA	NA	NA	M	Ath	59.78614	17.58582	1	38	17.75	59.75	Dfb	190
PA1569	PA1569	SCO	P0237	PA1569	0	NA	NA	M	Ath	56.12458	-3.94606	1	78	-3.75	56.25	Cfb	190
PA1573	PA1573	SCO	P0237	PA1573	0	NA	NA	M	Ath	56.12458	-3.94606	1	78	-3.75	56.25	Cfb	190
PA1576	PA1576	SCO	P0240	PA1576	1	NA	NA	M	Ath	56.32973	-3.72893	1	14	-3.75	56.25	Cfb	190
PA1580	PA1580	SCO	P0240	PA1580	0	NA	NA	M	Ath	56.32973	-3.72893	1	14	-3.75	56.25	Cfb	14
PA1583	PA1583	SCO	P0241	PA1583	0	NA	NA	M	Ath	56.40711	-3.21213	0	11	-3.25	56.25	Cfb	14
PA1586	PA1586	SCO	P0241	PA1586	0	NA	NA	M	Ath	56.40711	-3.21213	0	11	-3.25	56.25	Cfb	14
PA1588	PA1588	SCO	P0242	PA1588	0	NA	NA	M	Ath	56.50444	-2.75932	0	23	-2.75	56.75	Cfb	130
PA1591	PA1591	SCO	P0242	PA1591	0	NA	NA	M	Ath	56.50444	-2.75932	0	23	-2.75	56.75	Cfb	210
PA1595	PA1595	SCO	P0243	PA1595	0	NA	NA	M	Ath	57.02153	-2.59091	0	78	-2.75	57.25	Cfb	130
PA1597	PA1597	SCO	P0243	PA1597	0	NA	NA	M	Ath	57.02153	-2.59091	0	78	-2.75	57.25	Cfb	130
PA1600	PA1600	SCO	P0244	PA1600	0	NA	NA	M	Ath	57.28711	-2.87331	0	238	-2.75	57.25	Cfb	30
PA1604	PA1604	SCO	P0244	PA1604	0	NA	NA	M	Ath	57.28711	-2.87331	0	238	-2.75	57.25	Cfb	20
PA1606	PA1606	SCO	P0245	PA1606	0	NA	NA	M	Ath	57.32767	-3.02025	0	317	-3.25	57.25	Cfc	20
PA1610	PA1610	SCO	P0246	PA1610	0	NA	NA	M	Ath	57.50316	-3.13416	0	168	-3.25	57.75	Cfb	14
PA1611	PA1611	SCO	P0247	PA1611	0	NA	NA	M	Ath	57.52013	-3.20886	0	70	-3.25	57.75	Cfb	210
PA1612	PA1612	SCO	P0247	PA1612	0	NA	NA	M	Ath	57.51982	-3.20906	0	70	-3.25	57.75	Cfb	50
PA1617	PA1617	SCO	P0248	PA1617	0	NA	NA	M	Ath	57.68685	-2.77162	0	61	-2.75	57.75	Cfb	100
PA1621	PA1621	SCO	P0255	PA1621	0	NA	NA	M	Ath	57.40237	-5.48587	0	14	-5.25	57.25	Cfc	14
PA1624	PA1624	SCO	P0249	PA1624	1	NA	NA	M	Ath	57.66273	-2.3748	1	133	-2.25	57.75	Cfb	30
PA1627	PA1627	SCO	P0249	PA1627	0	NA	NA	M	Ath	57.66273	-2.3748	1	133	-2.25	57.75	Cfb	14
PA1630	PA1630	SCO	P0250	PA1630	0	NA	NA	M	Ath	57.63403	-3.56683	1	3	-3.75	57.75	Cfb	14
PA1634	PA1634	SCO	P0250	PA1634	0	NA	NA	M	Ath	57.63403	-3.56683	1	3	-3.75	57.75	Cfb	20
PA1637	PA1637	SCO	P0251	PA1637	0	NA	NA	M	Ath	57.51213	-4.25831	0	46	-4.25	57.75	Cfb	140
PA1639	PA1639	SCO	P0251	PA1639	0	NA	NA	M	Ath	57.51213	-4.25831	0	46	-4.25	57.75	Cfb	180
PA1644	PA1644	SCO	P0252	PA1644	1	NA	NA	M	Ath	57.59487	-4.42132	1	0	-4.25	57.75	Cfb	110
PA1646	PA1646	SCO	P0252	PA1646	0	NA	NA	M	Ath	57.59487	-4.42132	1	0	-4.25	57.75	Cfb	110
PA1651	PA1651	SCO	P0253	PA1651	0	NA	NA	M	Ath	57.89675	-5.16396	0	13	-5.25	57.75	Cfb	140
PA1652	PA1652	SCO	P0253	PA1652	0	NA	NA	M	Ath	57.89675	-5.16396	0	13	-5.25	57.75	Cfb	190
PA1656	PA1656	SCO	P0254	PA1656	0	NA	NA	M	Ath	57.61001	-4.91435	0	113	-4.75	57.75	Cfc	30
PA1657	PA1657	SCO	P0254	PA1657	0	NA	NA	M	Ath	57.61001	-4.91435	0	113	-4.75	57.75	Cfc	20
PA1659	PA1659	SCO	P0257	PA1659	0	NA	NA	M	Ath	57.58667	-6.37755	0	-2	-6.25	57.75	Cfb	150
PA1664	PA1664	SCO	P0257	PA1664	0	NA	NA	M	Ath	57.58667	-6.37755	0	-2	-6.25	57.75	Cfb	50
PA1666	PA1666	SCO	P0258	PA1666	0	NA	NA	M	Ath	57.27356	-5.72571	0	-2	-5.75	57.25	Cfb	14
PA1669	PA1669	SCO	P0258	PA1669	0	NA	NA	M	Ath	57.27356	-5.72571	0	-2	-5.75	57.25	Cfb	14
PA1674	PA1674	SCO	P0256	PA1674	0	NA	NA	M	Ath	57.44731	-6.58516	0	34	-6.75	57.25	Cfb	30
PA1675	PA1675	SCO	P0256	PA1675	0	NA	NA	M	Ath	57.44731	-6.58516	0	34	-6.75	57.25	Cfb	20
PA1680	PA1680	SCO	P0259	PA1680	0	NA	NA	M	Ath	57.41306	-6.19551	0	2	-6.25	57.25	Cfb	50
PA1682	PA1682	SCO	P0259	PA1682	0	NA	NA	M	Ath	57.41306	-6.19551	0	2	-6.25	57.25	Cfb	50
PA1685	PA1685	SCO	P0260	PA1685	0	NA	NA	M	Ath	57.24124	-5.90471	0	3	-5.75	57.25	Cfb	30
PA1687	PA1687	SCO	P0260	PA1687	0	NA	NA	M	Ath	57.24124	-5.90471	0	3	-5.75	57.25	Cfb	50
PA1691	PA1691	SCO	P0261	PA1691	0	NA	NA	M	Ath	57.07049	-4.78817	0	53	-4.75	57.25	Cfc	20
PA1693	PA1693	SCO	P0261	PA1693	0	NA	NA	M	Ath	57.07049	-4.78817	0	53	-4.75	57.25	Cfc	100
PA1698	PA1698	SCO	P0262	PA1698	0	NA	NA	M	Ath	56.81467	-5.10465	0	84	-5.25	56.75	Cfc	20
PA1700	PA1700	SCO	P0262	PA1700	0	NA	NA	M	Ath	56.81467	-5.10465	0	84	-5.25	56.75	Cfc	20
PA1701	PA1701	SCO	P0263	PA1701	0	NA	NA	M	Ath	56.6697	-5.01171	0	106	-5.25	56.75	Cfc	20
PA1703	PA1703	SCO	P0263	PA1703	0	NA	NA	M	Ath	56.6697	-5.01171	0	106	-5.25	56.75	Cfc	20
PA1707	PA1707	SCO	P0264	PA1707	0	NA	NA	M	Ath	56.57278	-5.38186	0	6	-5.25	56.75	Cfc	30
PA1708	PA1708	SCO	P0264	PA1708	0	NA	NA	M	Ath	56.57278	-5.38186	0	6	-5.25	56.75	Cfc	14
PA1714	PA1714	SCO	P0361	PA1714	1	NA	NA	M	Ath	56.42869	-5.23618	1	34	-5.25	56.25	Cfb	20
PA1718	PA1718	SCO	P0361	PA1718	NA	NA	NA	M	Ath	56.42869	-5.23618	1	34	-5.25	56.25	Cfb	14
PA1722	PA1722	SCO	P0362	PA1722	NA	1	NA	M	Ath	55.91952	-4.3345	1	51	-4.25	55.75	Cfb	20
PA1724	PA1724	SCO	P0362	PA1724	NA	NA	NA	M	Ath	55.91952	-4.3345	1	51	-4.25	55.75	Cfb	50
PA1727	PA1727	SCO	P0411	PA1727	0	NA	NA	M	Ath	56.23745	-5.07286	0	12	-5.25	56.25	Cfb	50
PA1728	PA1728	SCO	P0411	PA1728	0	NA	NA	M	Ath	56.23745	-5.07286	0	12	-5.25	56.25	Cfb	14
PA1732	PA1732	SCO	P0412	PA1732	0	NA	NA	M	Ath	56.04442	-4.37275	0	112	-4.25	56.25	Cfb	190
PA1734	PA1734	SCO	P0412	PA1734	0	NA	NA	M	Ath	56.04442	-4.37275	0	112	-4.25	56.25	Cfb	14
PA1749s	PA1749s	SPN	P0319	PA1749s	0	0	0	M	Ath	42.67527	-2.4058	1	609	-2.25	42.75	Cfb	150
PA1752i	PA1752i	IRE	P0236	PA1752i	NA	NA	NA	M	Ath	53.92103	-7.91368	1	49	-7.75	53.75	Cfb	50
PA1753i	PA1753i	IRE	P0236	PA1753i	NA	NA	NA	M	Ath	53.92103	-7.91368	1	49	-7.75	53.75	Cfb	100
PA1753s	PA1753s	SPN	P0321	PA1753s	0	0	0	M	Ath	42.94014	-1.27913	0	817	-1.25	42.75	Cfb	190
PA1755i	PA1755i	IRE	P0238	PA1755i	NA	NA	NA	M	Ath	53.69478	-7.60888	0	101	-7.75	53.75	Cfb	190
PA1756s	PA1756s	SPN	P0321	PA1756s	0	0	0	M	Ath	42.94024	-1.27882	0	817	-1.25	42.75	Cfb	14
PA1757i	PA1757i	IRE	P0238	PA1757i	NA	NA	NA	M	Ath	53.69478	-7.60888	0	101	-7.75	53.75	Cfb	30
PA1759s	PA1759s	SPN	P0322	PA1759s	0	0	0	M	Ath	42.76025	-0.23257	0	1680	-0.25	42.75	Cfb	190
PA1761s	PA1761s	SPN	P0322	PA1761s	0	0	0	M	Ath	42.76025	-0.23257	0	1680	-0.25	42.75	Cfb	70
PA1765i	PA1765i	IRE	P0239	PA1765i	NA	NA	NA	M	Ath	53.99572	-7.36269	0	77	-7.25	53.75	Cfb	30
PA1766i	PA1766i	IRE	P0239	PA1766i	NA	NA	NA	M	Ath	53.99572	-7.36269	0	77	-7.25	53.75	Cfb	20
PA1767	PA1767	SPN	P0323	PA1767	0	0	0	M	Ath	42.5202	0.8454	0	1461	0.75	42.75	Cfb	20
PA1768	PA1768	SPN	P0324	PA1768	0	0	1	M	Ath	42.46507	0.69566	0	1198	0.75	42.25	Cfb	70
PA1772	PA1772	SPN	P0324	PA1772	0	0	1	M	Ath	42.46507	0.69566	0	1198	0.75	42.25	Cfb	14
PA1776	PA1776	SPN	P0325	PA1776	0	0	1	M	Ath	42.78327	0.69144	0	723	0.75	42.75	Cfb	130
PA1777	PA1777	SPN	P0326	PA1777	0	0	0	M	Ath	42.41257	1.32268	1	1143	1.25	42.25	Cfb	14
PA1781	PA1781	SPN	P0326	PA1781	0	0	1	M	Ath	42.40849	1.32465	1	1143	1.25	42.25	Cfb	14
PA1785	PA1785	SPN	P0327	PA1785	0	0	1	M	Ath	42.34521	1.40327	0	761	1.25	42.25	Cfb	14
PA1786	PA1786	SPN	P0327	PA1786	0	0	0	M	Ath	42.34524	1.40328	0	761	1.25	42.25	Cfb	90
PA1791	PA1791	SPN	P0328	PA1791	NA	NA	1	M	Ath	42.38007	1.72598	1	1174	1.75	42.25	Cfb	14
PA1795	PA1795	SPN	P0329	PA1795	0	0	0	M	Ath	42.37878	1.7246	0	1208	1.75	42.25	Cfb	190
PA1881	PA1881	SWN	P0363	PA1881	NA	NA	NA	M	Ath	62.62647	17.67551	0	0	17.75	62.75	Dfc	120
PA1884	PA1884	SWN	P0363	PA1884	NA	NA	NA	M	Ath	62.62647	17.67551	0	0	17.75	62.75	Dfc	30
PA1887	PA1887	SWN	P0364	PA1887	NA	NA	NA	M	Ath	62.63792	17.73273	0	67	17.75	62.75	Dfc	30
PA1890	PA1890	SWN	P0364	PA1890	NA	NA	NA	M	Ath	62.63792	17.73273	0	67	17.75	62.75	Dfc	14
PA1893	PA1893	SWN	P0365	PA1893	NA	NA	NA	M	Ath	62.79208	17.89834	0	40	17.75	62.75	Dfc	14
PA1896	PA1896	SWN	P0365	PA1896	NA	NA	NA	M	Ath	62.79208	17.89834	0	40	17.75	62.75	Dfc	190
PA1899	PA1899	SWN	P0366	PA1899	NA	NA	NA	M	Ath	63.06645	18.31932	1	10	18.25	63.25	Dfc	14
PA1902	PA1902	SWN	P0366	PA1902	1	NA	NA	M	Ath	63.06645	18.31932	1	10	18.25	63.25	Dfc	190
PA1907	PA1907	SWN	P0367	PA1907	NA	NA	NA	M	Ath	63.0163	18.31755	1	-6	18.25	63.25	Dfc	14
PA1910	PA1910	SWN	P0367	PA1910	NA	NA	NA	M	Ath	63.0163	18.31755	1	-6	18.25	63.25	Dfc	120
PA1914	PA1914	SWN	P0368	PA1914	NA	NA	NA	M	Ath	62.95647	18.34079	0	72	18.25	62.75	Dfc	14
PA1917	PA1917	SWN	P0368	PA1917	NA	NA	NA	M	Ath	62.95647	18.34079	0	72	18.25	62.75	Dfc	100
PA1920	PA1920	SWN	P0369	PA1920	NA	NA	NA	M	Ath	62.91837	18.38055	0	42	18.25	62.75	Dfc	50
PA1923	PA1923	SWN	P0369	PA1923	NA	NA	NA	M	Ath	62.91837	18.38055	0	42	18.25	62.75	Dfc	14
PA1926	PA1926	SWN	P0370	PA1926	NA	NA	NA	M	Ath	62.9151	18.40421	1	1	18.25	62.75	Dfc	30
PA1931	PA1931	SWN	P0370	PA1931	NA	NA	NA	M	Ath	62.9151	18.40421	1	1	18.25	62.75	Dfc	50
PA1934	PA1934	SWN	P0371	PA1934	NA	NA	NA	M	Ath	62.89608	18.36596	0	87	18.25	62.75	Dfc	14
PA1937	PA1937	SWN	P0371	PA1937	NA	NA	NA	M	Ath	62.89608	18.36596	0	87	18.25	62.75	Dfc	30
PA1940	PA1940	SWN	P0372	PA1940	NA	NA	NA	M	Ath	62.87939	18.44764	0	-3	18.25	62.75	Dfc	30
PA1943	PA1943	SWN	P0372	PA1943	NA	NA	NA	M	Ath	62.87939	18.44764	0	-3	18.25	62.75	Dfc	20
PA1946	PA1946	SWN	P0167	PA1946	NA	NA	NA	M	Ath	62.86268	18.33769	0	71	18.25	62.75	Dfc	20
PA1949	PA1949	SWN	P0167	PA1949	NA	NA	NA	M	Ath	62.86268	18.33769	0	71	18.25	62.75	Dfc	14
PA1952	PA1952	SWN	P0168	PA1952	NA	NA	NA	M	Ath	62.8755	18.17542	0	3	18.25	62.75	Dfc	20
PA1955	PA1955	SWN	P0168	PA1955	NA	NA	NA	M	Ath	62.8755	18.17542	0	3	18.25	62.75	Dfc	20
PA1958	PA1958	SWN	P0375	PA1958	NA	NA	NA	M	Ath	62.80042	18.075546	1	-4	18.25	62.75	Dfc	20
PA1961	PA1961	SWN	P0375	PA1961	NA	NA	NA	M	Ath	62.80042	18.075546	1	-4	18.25	62.75	Dfc	50
PC0001	PC0001	SPS	P0002	PC0001	0	NA	NA	M	Cap	38.04972	-5.0303	1	573	-5.25	38.25	Csa	130
PC0002	PC0002	SPS	P0005	PC0002	0	NA	NA	M	Cap	38.85756	-3.16225	0	764	-3.25	38.75	Csa	50
PC0003	PC0003	SPS	P0007	PC0003	0	NA	NA	M	Cap	38.87524	-3.52768	0	726	-3.75	38.75	Csa	14
PC0004	PC0004	SPS	P0010	PC0004	0	NA	NA	M	Cap	39.72536	-5.74385	0	451	-5.75	39.75	Csa	30
PC0005	PC0005	SPS	P0012	PC0005	0	NA	NA	M	Cap	39.25705	-6.03331	0	449	-6.25	39.25	Csa	14
PC0006	PC0006	SPS	P0014	PC0006	0	NA	NA	M	Cap	38.19125	-6.23774	0	520	-6.25	38.25	Csa	14
PC0007	PC0007	AAG	P0034	PC0007	0	0	NA	M	Cap	38.97878	48.55923	0	93	48.75	38.75	Csa	14
PC0008	PC0008	AAG	P0035	PC0008	0	0	NA	M	Cap	38.97427	48.55284	1	94	48.75	38.75	Csa	20
PC0009	PC0009	AAG	P0040	PC0009	0	NA	NA	M	Cap	38.88007	48.81895	0	-30	48.75	38.75	Csa	14
PC0010	PC0010	AAG	P0043	PC0010	0	NA	NA	M	Cap	41.84047	46.28331	1	549	46.25	41.75	Dfb	14
PC0011	PC0011	AAG	P0042	PC0011	0	NA	NA	M	Cap	41.82686	46.28318	0	479	46.25	41.75	Dfb	190
